Name,SteamId,CsmId
'Blueberries' Buckshot | NSWC SEAL,176209284,1083601
Sealed Graffiti | X-Axes (Blood Red),171089034,12292
Sealed Graffiti | X-Axes (Brick Red),171085408,8620
Sealed Graffiti | X-Axes (Cash Green),171085449,12771
Sealed Graffiti | X-Axes (Desert Amber),171085320,12024
Sealed Graffiti | X-Axes (Dust Brown),171088938,10140
Sealed Graffiti | X-Axes (Frog Green),171085706,9482
Sealed Graffiti | X-Axes (Jungle Green),171085714,4745
Sealed Graffiti | X-Axes (Monarch Blue),171085668,9648
Sealed Graffiti | X-Axes (Monster Purple),171085361,9488
Sealed Graffiti | X-Axes (Princess Pink),171085292,8442
Sealed Graffiti | X-Axes (Shark White),171085596,12252
Sealed Graffiti | X-Axes (SWAT Blue),171088884,12295
Sealed Graffiti | X-Axes (Tiger Orange),171085293,12541
Sealed Graffiti | X-Axes (Tracer Yellow),171088876,9039
Sealed Graffiti | X-Axes (Violent Violet),171085414,869
Sealed Graffiti | X-Axes (War Pig Pink),171085664,8431
Sealed Graffiti | X-Axes (Wire Blue),171092439,2538
Sealed Graffiti | X-Knives (Battle Green),171085306,2073
Sealed Graffiti | X-Knives (Bazooka Pink),171085336,12296
Sealed Graffiti | X-Knives (Blood Red),171088946,7737
Sealed Graffiti | X-Knives (Brick Red),171085426,13473
Sealed Graffiti | X-Knives (Cash Green),171088901,7733
Sealed Graffiti | X-Knives (Desert Amber),171092432,9651
Sealed Graffiti | X-Knives (Dust Brown),171085697,8734
Sealed Graffiti | X-Knives (Frog Green),171085399,8606
Sealed Graffiti | X-Knives (Jungle Green),171085635,8439
Sealed Graffiti | X-Knives (Monarch Blue),171088976,6255
Sealed Graffiti | X-Knives (Monster Purple),171088894,8821
Sealed Graffiti | X-Knives (Princess Pink),171088806,2873
Sealed Graffiti | X-Knives (Shark White),171088804,7342
Sealed Graffiti | X-Knives (SWAT Blue),171085485,8817
Sealed Graffiti | X-Knives (Tiger Orange),171085423,6278
Sealed Graffiti | X-Knives (Tracer Yellow),171085633,9040
Sealed Graffiti | X-Knives (Violent Violet),171085472,11089
Sealed Graffiti | X-Knives (War Pig Pink),171085585,2074
Sealed Graffiti | X-Knives (Wire Blue),171088995,12812
Sealed Graffiti | Zombie Hop,175922266,16396
Sergeant Bombson | SWAT,176209270,1083663
SG 553 | Aerial (Battle-Scarred),156113506,3708
SG 553 | Aerial (Factory New),156113444,1327
SG 553 | Aerial (Field-Tested),156113434,3715
SG 553 | Aerial (Minimal Wear),156113439,6724
SG 553 | Aerial (Well-Worn),156113468,1441
SG 553 | Aloha (Battle-Scarred),175966782,20547
SG 553 | Aloha (Factory New),175966780,19751
SG 553 | Aloha (Field-Tested),175966711,19912
SG 553 | Aloha (Minimal Wear),175966765,20255
SG 553 | Aloha (Well-Worn),175966729,21175
SG 553 | Anodized Navy (Factory New),2384597,3770
SG 553 | Anodized Navy (Minimal Wear),2388249,9639
SG 553 | Army Sheen (Factory New),8987895,5022
SG 553 | Army Sheen (Field-Tested),8987884,2507
SG 553 | Army Sheen (Minimal Wear),8987885,2737
SG 553 | Atlas (Battle-Scarred),149865808,3729
SG 553 | Atlas (Factory New),149869046,419
SG 553 | Atlas (Field-Tested),149865797,3736
SG 553 | Atlas (Minimal Wear),149865799,9870
SG 553 | Atlas (Well-Worn),149869080,7634
SG 553 | Barricade (Battle-Scarred),176096429,1074115
SG 553 | Barricade (Factory New),176096655,1074279
SG 553 | Barricade (Field-Tested),176096428,1073870
SG 553 | Barricade (Minimal Wear),176096498,1074015
SG 553 | Barricade (Well-Worn),176096651,1074632
SG 553 | Bleached (Battle-Scarred),176262962,1086906
SG 553 | Bleached (Factory New),176262704,1086850
SG 553 | Bleached (Field-Tested),176262578,1086849
SG 553 | Bleached (Minimal Wear),176262592,1086848
SG 553 | Bleached (Well-Worn),176262604,1087179
SG 553 | Bulldozer (Battle-Scarred),49440528,3085
SG 553 | Bulldozer (Factory New),49742751,2096
SG 553 | Bulldozer (Field-Tested),49419383,10445
SG 553 | Bulldozer (Minimal Wear),49419436,12613
SG 553 | Bulldozer (Well-Worn),49499277,1880
SG 553 | Candy Apple (Battle-Scarred),176096586,1074643
SG 553 | Candy Apple (Factory New),176096574,1074883
SG 553 | Candy Apple (Field-Tested),176096732,1074178
SG 553 | Candy Apple (Minimal Wear),176096613,1074337
SG 553 | Candy Apple (Well-Worn),176097481,1074567
SG 553 | Colony IV (Battle-Scarred),176096908,1074927
SG 553 | Colony IV (Factory New),176096411,1074878
SG 553 | Colony IV (Field-Tested),176096511,1074687
SG 553 | Colony IV (Minimal Wear),176096488,1074656
SG 553 | Colony IV (Well-Worn),176096649,1073934
SG 553 | Cyrex (Battle-Scarred),49359114,2721
SG 553 | Cyrex (Factory New),49359121,11163
SG 553 | Cyrex (Field-Tested),49359099,2684
SG 553 | Cyrex (Minimal Wear),49359063,3286
SG 553 | Cyrex (Well-Worn),49359112,11093
SG 553 | Damascus Steel (Battle-Scarred),2387049,13528
SG 553 | Damascus Steel (Factory New),2390916,10369
SG 553 | Damascus Steel (Field-Tested),2386318,6732
SG 553 | Damascus Steel (Minimal Wear),2385103,2236
SG 553 | Damascus Steel (Well-Worn),2385701,6701
SG 553 | Danger Close (Battle-Scarred),176024777,171506
SG 553 | Danger Close (Factory New),176024843,171553
SG 553 | Danger Close (Field-Tested),176024748,171450
SG 553 | Danger Close (Minimal Wear),176024758,171487
SG 553 | Danger Close (Well-Worn),176024830,171451
SG 553 | Darkwing (Battle-Scarred),176118344,1079432
SG 553 | Darkwing (Factory New),176118371,1079431
SG 553 | Darkwing (Field-Tested),176118281,1079423
SG 553 | Darkwing (Minimal Wear),176118299,1079399
SG 553 | Darkwing (Well-Worn),176118309,1079389
SG 553 | Desert Blossom (Battle-Scarred),176263131,1087488
SG 553 | Desert Blossom (Factory New),176262732,1086980
SG 553 | Desert Blossom (Field-Tested),176262790,1086954
SG 553 | Desert Blossom (Minimal Wear),176262626,1086835
SG 553 | Desert Blossom (Well-Worn),176262764,1087290
SG 553 | Fallout Warning (Battle-Scarred),18529281,8486
SG 553 | Fallout Warning (Factory New),18529294,2215
SG 553 | Fallout Warning (Field-Tested),18529295,3893
SG 553 | Fallout Warning (Minimal Wear),18529301,3236
SG 553 | Fallout Warning (Well-Worn),18532765,13832
SG 553 | Gator Mesh (Battle-Scarred),2384389,20542
SG 553 | Gator Mesh (Factory New),2386971,12847
SG 553 | Gator Mesh (Field-Tested),2383730,12880
SG 553 | Gator Mesh (Minimal Wear),2387635,4860
SG 553 | Gator Mesh (Well-Worn),2386984,7105
SG 553 | Hazard Pay (Battle-Scarred),176263333,1087624
SG 553 | Hazard Pay (Factory New),176263229,1087544
SG 553 | Hazard Pay (Field-Tested),176263270,1087271
SG 553 | Hazard Pay (Minimal Wear),176263130,1086975
SG 553 | Hazard Pay (Well-Worn),176263228,1087657
SG 553 | Heavy Metal (Battle-Scarred),176240935,1085464
SG 553 | Heavy Metal (Factory New),176241042,1085447
SG 553 | Heavy Metal (Field-Tested),176240970,1085441
SG 553 | Heavy Metal (Minimal Wear),176240929,1085495
SG 553 | Heavy Metal (Well-Worn),176240969,1085440
SG 553 | Hypnotic (Factory New),176209250,1083639
SG 553 | Hypnotic (Minimal Wear),176209610,1084020
SG 553 | Integrale (Battle-Scarred),176012993,170575
SG 553 | Integrale (Factory New),176012412,170641
SG 553 | Integrale (Field-Tested),176012549,170515
SG 553 | Integrale (Minimal Wear),176012605,170571
SG 553 | Integrale (Well-Worn),176012496,170561
SG 553 | Lush Ruins (Battle-Scarred),176209569,1083520
SG 553 | Lush Ruins (Factory New),176209378,1083398
SG 553 | Lush Ruins (Field-Tested),176209397,1083379
SG 553 | Lush Ruins (Minimal Wear),176209256,1083523
SG 553 | Lush Ruins (Well-Worn),176209477,1083535
SG 553 | Ol' Rusty (Battle-Scarred),176185932,1081430
SG 553 | Ol' Rusty (Factory New),176185908,1081393
SG 553 | Ol' Rusty (Field-Tested),176185878,1081410
SG 553 | Ol' Rusty (Minimal Wear),176185887,1081404
SG 553 | Ol' Rusty (Well-Worn),176185990,1081501
SG 553 | Phantom (Battle-Scarred),175917348,14965
SG 553 | Phantom (Factory New),175917318,2584
SG 553 | Phantom (Field-Tested),175917319,7010
SG 553 | Phantom (Minimal Wear),175917255,2177
SG 553 | Phantom (Well-Worn),175917304,12113
SG 553 | Pulse (Battle-Scarred),7177996,4052
SG 553 | Pulse (Field-Tested),7178000,71
SG 553 | Pulse (Minimal Wear),7177814,67
SG 553 | Pulse (Well-Worn),7180218,2359
SG 553 | Tiger Moth (Battle-Scarred),84444540,12897
SG 553 | Tiger Moth (Factory New),84454676,2149
SG 553 | Tiger Moth (Field-Tested),84444530,5444
SG 553 | Tiger Moth (Minimal Wear),84454634,4809
SG 553 | Tiger Moth (Well-Worn),84444533,465
SG 553 | Tornado (Battle-Scarred),1321698,19154
SG 553 | Tornado (Factory New),1321773,17769
SG 553 | Tornado (Field-Tested),1321356,839
SG 553 | Tornado (Minimal Wear),1321564,13465
SG 553 | Tornado (Well-Worn),1321462,3891
SG 553 | Traveler (Battle-Scarred),14953178,21595
SG 553 | Traveler (Factory New),14953207,9599
SG 553 | Traveler (Field-Tested),14953147,3584
SG 553 | Traveler (Minimal Wear),14953217,174
SG 553 | Traveler (Well-Worn),14953157,7202
SG 553 | Triarch (Battle-Scarred),165027688,3071
SG 553 | Triarch (Factory New),165030991,149
SG 553 | Triarch (Field-Tested),165027674,7652
SG 553 | Triarch (Minimal Wear),165027680,1618
SG 553 | Triarch (Well-Worn),165027665,4958
SG 553 | Ultraviolet (Battle-Scarred),1321469,3902
SG 553 | Ultraviolet (Factory New),1321634,3060
SG 553 | Ultraviolet (Field-Tested),1321325,10177
SG 553 | Ultraviolet (Minimal Wear),1321422,1068
SG 553 | Ultraviolet (Well-Worn),1321345,7230
SG 553 | Wave Spray (Battle-Scarred),1546369,1595
SG 553 | Wave Spray (Factory New),1548266,21297
SG 553 | Wave Spray (Field-Tested),1546469,7124
SG 553 | Wave Spray (Minimal Wear),1546450,7060
SG 553 | Wave Spray (Well-Worn),1547681,7212
SG 553 | Waves Perforated (Battle-Scarred),2384416,7088
SG 553 | Waves Perforated (Factory New),2408138,6738
SG 553 | Waves Perforated (Field-Tested),2383801,2852
SG 553 | Waves Perforated (Minimal Wear),2384399,2508
SG 553 | Waves Perforated (Well-Worn),2383905,7602
SG 553,1269073,1076114
Shadow Case Key,67060950,6256
Shadow Case,67060949,3809
Shattered Web Case Key,0,1076767
Shattered Web Case,176096390,1073863
Silver Atlanta 2017 Pick'Em Trophy,0,1076271
Silver Boston 2018 Pick'Em Trophy,0,1075956
Silver Cluj-Napoca 2015 Fantasy Trophy,0,1076886
Silver Cluj-Napoca 2015 Pick'Em Trophy,0,1075971
Silver Cologne 2014 Pick'Em Trophy,0,1076556
Silver Cologne 2015 Pick'Em Trophy,0,1076468
Silver Cologne 2016 Pick'Em Trophy,0,1076252
Silver Columbus 2016 Fantasy Trophy,0,1076740
Silver Columbus 2016 Pick'Em Trophy,0,1076122
Silver DreamHack 2014 Pick'Em Trophy,0,1076393
Silver Katowice 2015 Pick'Em Trophy,0,1076286
Silver Krakow 2017 Pick'Em Trophy,0,1076735
Silver London 2018 Pick'Em Trophy,0,1076081
Silver Operation Bloodhound Coin,0,1076711
Silver Operation Bravo Coin,0,1076968
Silver Operation Breakout Coin,0,1075944
Silver Operation Hydra Coin,0,1075919
Silver Operation Payback Coin,0,1076904
Silver Operation Phoenix Coin,0,1076872
Silver Operation Vanguard Coin,0,1076965
Silver Operation Wildfire Coin,0,1076131
Sir Bloody Darryl Royale | The Professionals,176209322,1083409
Sir Bloody Loudmouth Darryl | The Professionals,176209160,1083461
Sir Bloody Miami Darryl | The Professionals,176209187,1083593
Sir Bloody Silent Darryl | The Professionals,176209163,1083550
Sir Bloody Skullhead Darryl | The Professionals,176209158,1083536
Skill Groups Capsule,176020985,170975
Slid3 Capsule,84504851,18961
Slingshot | Phoenix,176096486,1074084
Snakebite Case,176240926,1085427
Soldier | Phoenix,176096419,1074089
Sous-Lieutenant Medic | Gendarmerie Nationale,176262967,1087132
Souvenir AK-47 | Black Laminate (Battle-Scarred),176081842,1071562
Souvenir AK-47 | Black Laminate (Factory New),176081855,1071627
Souvenir AK-47 | Black Laminate (Field-Tested),176081834,1071559
Souvenir AK-47 | Black Laminate (Minimal Wear),176081844,1071563
Souvenir AK-47 | Black Laminate (Well-Worn),176081845,1071566
Souvenir AK-47 | Gold Arabesque (Battle-Scarred),176271655,1088984
Souvenir AK-47 | Gold Arabesque (Factory New),0,1088958
Souvenir AK-47 | Gold Arabesque (Field-Tested),176274058,1088860
Souvenir AK-47 | Gold Arabesque (Minimal Wear),176272463,1088863
Souvenir AK-47 | Gold Arabesque (Well-Worn),176277791,1088801
Souvenir AK-47 | Green Laminate (Factory New),176271289,1088716
Souvenir AK-47 | Green Laminate (Field-Tested),176271319,1088680
Souvenir AK-47 | Green Laminate (Minimal Wear),176271233,1088615
Souvenir AK-47 | Green Laminate (Well-Worn),176271323,1088797
Souvenir AK-47 | Panthera onca (Battle-Scarred),176271466,1088739
Souvenir AK-47 | Panthera onca (Factory New),176271502,1088947
Souvenir AK-47 | Panthera onca (Field-Tested),176271419,1088719
Souvenir AK-47 | Panthera onca (Minimal Wear),176271391,1088715
Souvenir AK-47 | Panthera onca (Well-Worn),176271413,1088668
Souvenir AK-47 | Safari Mesh (Battle-Scarred),2392800,12866
Souvenir AK-47 | Safari Mesh (Factory New),2424347,20315
Souvenir AK-47 | Safari Mesh (Field-Tested),2386375,7406
Souvenir AK-47 | Safari Mesh (Minimal Wear),2406232,1770
Souvenir AK-47 | Safari Mesh (Well-Worn),2393331,19768
Souvenir AK-47 | Safety Net (Battle-Scarred),176006028,168821
Souvenir AK-47 | Safety Net (Factory New),176006059,168899
Souvenir AK-47 | Safety Net (Field-Tested),176006034,168840
Souvenir AK-47 | Safety Net (Minimal Wear),176006396,168831
Souvenir AK-47 | Safety Net (Well-Worn),176006417,168974
Souvenir AUG | Carved Jade (Factory New),176271375,1088703
Souvenir AUG | Carved Jade (Field-Tested),176271394,1088726
Souvenir AUG | Carved Jade (Minimal Wear),176271372,1088705
Souvenir AUG | Colony (Battle-Scarred),2384454,3003
Souvenir AUG | Colony (Factory New),2410570,12086
Souvenir AUG | Colony (Field-Tested),2385822,1721
Souvenir AUG | Colony (Minimal Wear),2392655,546
Souvenir AUG | Colony (Well-Worn),2387015,399
Souvenir AUG | Condemned (Battle-Scarred),2398888,23762
Souvenir AUG | Condemned (Factory New),5672925,36719
Souvenir AUG | Condemned (Field-Tested),2384112,20185
Souvenir AUG | Condemned (Minimal Wear),2393640,23145
Souvenir AUG | Condemned (Well-Worn),2407097,25333
Souvenir AUG | Contractor (Battle-Scarred),2385853,19158
Souvenir AUG | Contractor (Factory New),2389059,21737
Souvenir AUG | Contractor (Field-Tested),2384610,18471
Souvenir AUG | Contractor (Minimal Wear),2385852,17801
Souvenir AUG | Contractor (Well-Worn),2384110,19181
Souvenir AUG | Radiation Hazard (Battle-Scarred),17674119,1527
Souvenir AUG | Radiation Hazard (Factory New),17674139,3158
Souvenir AUG | Radiation Hazard (Field-Tested),17674114,4016
Souvenir AUG | Radiation Hazard (Minimal Wear),17674110,7238
Souvenir AUG | Radiation Hazard (Well-Worn),17674149,371
Souvenir AUG | Random Access (Battle-Scarred),176017694,170932
Souvenir AUG | Random Access (Factory New),176006861,168975
Souvenir AUG | Random Access (Field-Tested),176006409,168996
Souvenir AUG | Random Access (Minimal Wear),176006867,168936
Souvenir AUG | Random Access (Well-Worn),176006348,170957
Souvenir AUG | Sand Storm (Battle-Scarred),176271316,1088830
Souvenir AUG | Sand Storm (Factory New),176271288,1088711
Souvenir AUG | Sand Storm (Field-Tested),176271224,1088633
Souvenir AUG | Sand Storm (Minimal Wear),176271272,1088570
Souvenir AUG | Sand Storm (Well-Worn),176271306,1088632
Souvenir AUG | Spalted Wood (Battle-Scarred),176271589,1088812
Souvenir AUG | Spalted Wood (Factory New),176271506,1088792
Souvenir AUG | Spalted Wood (Field-Tested),176271500,1088774
Souvenir AUG | Spalted Wood (Minimal Wear),176271497,1088769
Souvenir AUG | Spalted Wood (Well-Worn),176271547,1088804
Souvenir AUG | Storm (Battle-Scarred),3439512,21589
Souvenir AUG | Storm (Factory New),3450558,26821
Souvenir AUG | Storm (Field-Tested),3439987,17804
Souvenir AUG | Storm (Minimal Wear),3445471,12130
Souvenir AUG | Storm (Well-Worn),3461881,20378
Souvenir AUG | Sweeper (Battle-Scarred),176005984,168842
Souvenir AUG | Sweeper (Factory New),176005967,168794
Souvenir AUG | Sweeper (Field-Tested),176005945,168770
Souvenir AUG | Sweeper (Minimal Wear),176005942,168810
Souvenir AUG | Sweeper (Well-Worn),176005972,168836
Souvenir AWP | Acheron (Battle-Scarred),176006387,169083
Souvenir AWP | Acheron (Factory New),176006415,170036
Souvenir AWP | Acheron (Field-Tested),176006354,168903
Souvenir AWP | Acheron (Minimal Wear),176006418,168923
Souvenir AWP | Acheron (Well-Worn),176006585,170229
Souvenir AWP | Desert Hydra (Battle-Scarred),0,1088685
Souvenir AWP | Desert Hydra (Factory New),176271737,1088626
Souvenir AWP | Desert Hydra (Field-Tested),176273615,1088738
Souvenir AWP | Desert Hydra (Minimal Wear),0,1088744
Souvenir AWP | Desert Hydra (Well-Worn),176271606,1089021
Souvenir AWP | Dragon Lore (Battle-Scarred),176023663,23395
Souvenir AWP | Dragon Lore (Factory New),35435087,22488
Souvenir AWP | Dragon Lore (Field-Tested),17691555,19201
Souvenir AWP | Dragon Lore (Minimal Wear),17778390,23800
Souvenir AWP | Dragon Lore (Well-Worn),0,26588
Souvenir AWP | Pink DDPAT (Battle-Scarred),17688117,694
Souvenir AWP | Pink DDPAT (Factory New),159859166,28329
Souvenir AWP | Pink DDPAT (Field-Tested),17680888,12671
Souvenir AWP | Pink DDPAT (Minimal Wear),17758778,18418
Souvenir AWP | Pink DDPAT (Well-Worn),20568017,19060
Souvenir AWP | Pit Viper (Battle-Scarred),34874501,36720
Souvenir AWP | Pit Viper (Field-Tested),2412117,19660
Souvenir AWP | Pit Viper (Minimal Wear),2406926,20314
Souvenir AWP | Pit Viper (Well-Worn),3453519,36721
Souvenir AWP | Safari Mesh (Battle-Scarred),2398663,22030
Souvenir AWP | Safari Mesh (Factory New),2430147,36498
Souvenir AWP | Safari Mesh (Field-Tested),2389958,379
Souvenir AWP | Safari Mesh (Minimal Wear),2387746,20662
Souvenir AWP | Safari Mesh (Well-Worn),2390623,23111
Souvenir CZ75-Auto | Chalice (Factory New),17688113,8754
Souvenir CZ75-Auto | Chalice (Minimal Wear),17688112,16234
Souvenir CZ75-Auto | Framework (Battle-Scarred),176271255,1088617
Souvenir CZ75-Auto | Framework (Factory New),176271265,1088568
Souvenir CZ75-Auto | Framework (Field-Tested),176271212,1088536
Souvenir CZ75-Auto | Framework (Minimal Wear),176271215,1088574
Souvenir CZ75-Auto | Framework (Well-Worn),176271280,1088622
Souvenir CZ75-Auto | Midnight Palm (Battle-Scarred),176271296,1088623
Souvenir CZ75-Auto | Midnight Palm (Factory New),176271241,1088581
Souvenir CZ75-Auto | Midnight Palm (Field-Tested),176271188,1088602
Souvenir CZ75-Auto | Midnight Palm (Minimal Wear),176271207,1088588
Souvenir CZ75-Auto | Midnight Palm (Well-Worn),176271254,1088630
Souvenir CZ75-Auto | Nitro (Battle-Scarred),17725003,1984
Souvenir CZ75-Auto | Nitro (Factory New),25227824,4720
Souvenir CZ75-Auto | Nitro (Field-Tested),17680858,8800
Souvenir CZ75-Auto | Nitro (Minimal Wear),17731269,12089
Souvenir CZ75-Auto | Nitro (Well-Worn),18080493,18160
Souvenir CZ75-Auto | Silver (Factory New),176271354,1088665
Souvenir CZ75-Auto | Silver (Minimal Wear),176271381,1088747
Souvenir Desert Eagle | Fennec Fox (Battle-Scarred),176271336,1088636
Souvenir Desert Eagle | Fennec Fox (Factory New),176271403,1088748
Souvenir Desert Eagle | Fennec Fox (Field-Tested),176271303,1088710
Souvenir Desert Eagle | Fennec Fox (Minimal Wear),176271300,1088697
Souvenir Desert Eagle | Fennec Fox (Well-Worn),176271293,1088770
Souvenir Desert Eagle | Hand Cannon (Battle-Scarred),17776093,8398
Souvenir Desert Eagle | Hand Cannon (Factory New),17778458,18296
Souvenir Desert Eagle | Hand Cannon (Field-Tested),17688116,1718
Souvenir Desert Eagle | Hand Cannon (Minimal Wear),17691554,10435
Souvenir Desert Eagle | Hand Cannon (Well-Worn),19537557,19700
Souvenir Desert Eagle | Mudder (Battle-Scarred),2407462,20389
Souvenir Desert Eagle | Mudder (Factory New),2408013,36722
Souvenir Desert Eagle | Mudder (Field-Tested),2399391,19799
Souvenir Desert Eagle | Mudder (Minimal Wear),2395307,20894
Souvenir Desert Eagle | Mudder (Well-Worn),2402678,16223
Souvenir Desert Eagle | Urban DDPAT (Battle-Scarred),17725006,2644
Souvenir Desert Eagle | Urban DDPAT (Factory New),17680903,14997
Souvenir Desert Eagle | Urban DDPAT (Field-Tested),17677726,9508
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear),17684478,10274
Souvenir Desert Eagle | Urban DDPAT (Well-Worn),17738049,9604
Souvenir Desert Eagle | Urban Rubble (Battle-Scarred),2423565,21207
Souvenir Desert Eagle | Urban Rubble (Factory New),2389159,15699
Souvenir Desert Eagle | Urban Rubble (Field-Tested),2398036,2669
Souvenir Desert Eagle | Urban Rubble (Minimal Wear),2398805,9263
Souvenir Desert Eagle | Urban Rubble (Well-Worn),2424711,19701
Souvenir Dual Berettas | Anodized Navy (Factory New),17661992,3173
Souvenir Dual Berettas | Anodized Navy (Minimal Wear),17778462,8780
Souvenir Dual Berettas | Briar (Factory New),17680864,122
Souvenir Dual Berettas | Briar (Field-Tested),17680893,7259
Souvenir Dual Berettas | Briar (Minimal Wear),17680872,576
Souvenir Dual Berettas | Cobalt Quartz (Factory New),2420901,22007
Souvenir Dual Berettas | Cobalt Quartz (Field-Tested),2384579,22769
Souvenir Dual Berettas | Cobalt Quartz (Minimal Wear),2403823,21800
Souvenir Dual Berettas | Cobalt Quartz (Well-Worn),2461797,36723
Souvenir Dual Berettas | Colony (Battle-Scarred),2384474,3253
Souvenir Dual Berettas | Colony (Factory New),2423826,18262
Souvenir Dual Berettas | Colony (Field-Tested),2385182,6742
Souvenir Dual Berettas | Colony (Minimal Wear),2384603,9304
Souvenir Dual Berettas | Colony (Well-Worn),2389951,3224
Souvenir Dual Berettas | Contractor (Battle-Scarred),2388372,21715
Souvenir Dual Berettas | Contractor (Factory New),2427883,27808
Souvenir Dual Berettas | Contractor (Field-Tested),2384611,18462
Souvenir Dual Berettas | Contractor (Minimal Wear),2387813,16291
Souvenir Dual Berettas | Contractor (Well-Worn),2391310,18932
Souvenir Dual Berettas | Demolition (Battle-Scarred),176081846,1071568
Souvenir Dual Berettas | Demolition (Field-Tested),176081836,1071555
Souvenir Dual Berettas | Demolition (Well-Worn),176081840,1071567
Souvenir Dual Berettas | Drift Wood (Battle-Scarred),176271211,1088624
Souvenir Dual Berettas | Drift Wood (Factory New),176271221,1088605
Souvenir Dual Berettas | Drift Wood (Field-Tested),176271210,1088557
Souvenir Dual Berettas | Drift Wood (Minimal Wear),176271180,1088560
Souvenir Dual Berettas | Drift Wood (Well-Worn),176271220,1088614
Souvenir Dual Berettas | Oil Change (Battle-Scarred),176271299,1088634
Souvenir Dual Berettas | Oil Change (Factory New),176271197,1088555
Souvenir Dual Berettas | Oil Change (Field-Tested),176271248,1088534
Souvenir Dual Berettas | Oil Change (Minimal Wear),176271191,1088619
Souvenir Dual Berettas | Oil Change (Well-Worn),176271297,1088692
Souvenir Dual Berettas | Stained (Battle-Scarred),2397435,22929
Souvenir Dual Berettas | Stained (Factory New),2418496,19662
Souvenir Dual Berettas | Stained (Field-Tested),2389939,21711
Souvenir Dual Berettas | Stained (Minimal Wear),2387329,20013
Souvenir Dual Berettas | Stained (Well-Worn),2386444,21672
Souvenir Dual Berettas | Twin Turbo (Battle-Scarred),176006879,169081
Souvenir Dual Berettas | Twin Turbo (Factory New),176006886,169029
Souvenir Dual Berettas | Twin Turbo (Field-Tested),176005950,168904
Souvenir Dual Berettas | Twin Turbo (Minimal Wear),176006044,168861
Souvenir Dual Berettas | Twin Turbo (Well-Worn),176006267,169006
Souvenir FAMAS | CaliCamo (Battle-Scarred),176271190,1088565
Souvenir FAMAS | CaliCamo (Factory New),176271205,1088610
Souvenir FAMAS | CaliCamo (Field-Tested),176271198,1088554
Souvenir FAMAS | CaliCamo (Minimal Wear),176271192,1088551
Souvenir FAMAS | CaliCamo (Well-Worn),176271275,1088599
Souvenir FAMAS | Colony (Battle-Scarred),2386451,19182
Souvenir FAMAS | Colony (Factory New),2424009,19835
Souvenir FAMAS | Colony (Field-Tested),2384593,11135
Souvenir FAMAS | Colony (Minimal Wear),2389180,20187
Souvenir FAMAS | Colony (Well-Worn),2385742,19167
Souvenir FAMAS | Cyanospatter (Battle-Scarred),2384527,19974
Souvenir FAMAS | Cyanospatter (Factory New),5671973,36724
Souvenir FAMAS | Cyanospatter (Field-Tested),2393749,19654
Souvenir FAMAS | Cyanospatter (Minimal Wear),2406025,14983
Souvenir FAMAS | Cyanospatter (Well-Worn),2389028,21646
Souvenir FAMAS | Dark Water (Field-Tested),176271346,1088708
Souvenir FAMAS | Dark Water (Minimal Wear),176271379,1088651
Souvenir FAMAS | Faulty Wiring (Battle-Scarred),176271261,1088658
Souvenir FAMAS | Faulty Wiring (Factory New),176271240,1088542
Souvenir FAMAS | Faulty Wiring (Field-Tested),176271222,1088543
Souvenir FAMAS | Faulty Wiring (Minimal Wear),176271253,1088575
Souvenir FAMAS | Faulty Wiring (Well-Worn),176271243,1088691
Souvenir FAMAS | Styx (Battle-Scarred),17729019,4830
Souvenir FAMAS | Styx (Factory New),17674153,9709
Souvenir FAMAS | Styx (Field-Tested),17677715,8810
Souvenir FAMAS | Styx (Minimal Wear),17674164,10480
Souvenir FAMAS | Styx (Well-Worn),17674148,20110
Souvenir FAMAS | Teardown (Battle-Scarred),2398852,28543
Souvenir FAMAS | Teardown (Factory New),2407685,23915
Souvenir FAMAS | Teardown (Field-Tested),2406274,19534
Souvenir FAMAS | Teardown (Minimal Wear),2388371,20904
Souvenir FAMAS | Teardown (Well-Worn),2393179,28313
Souvenir Five-SeveN | Contractor (Battle-Scarred),2392522,3131
Souvenir Five-SeveN | Contractor (Factory New),2403804,8786
Souvenir Five-SeveN | Contractor (Field-Tested),2386397,3096
Souvenir Five-SeveN | Contractor (Minimal Wear),2387130,1950
Souvenir Five-SeveN | Contractor (Well-Worn),2388339,3151
Souvenir Five-SeveN | Coolant (Battle-Scarred),176006351,168896
Souvenir Five-SeveN | Coolant (Factory New),176006311,168887
Souvenir Five-SeveN | Coolant (Field-Tested),176006298,168890
Souvenir Five-SeveN | Coolant (Minimal Wear),176006297,168906
Souvenir Five-SeveN | Coolant (Well-Worn),176006353,168922
Souvenir Five-SeveN | Fall Hazard (Battle-Scarred),176271480,1088878
Souvenir Five-SeveN | Fall Hazard (Factory New),176271302,1088848
Souvenir Five-SeveN | Fall Hazard (Field-Tested),176271331,1088750
Souvenir Five-SeveN | Fall Hazard (Minimal Wear),176271439,1088842
Souvenir Five-SeveN | Fall Hazard (Well-Worn),176271687,1088732
Souvenir Five-SeveN | Forest Night (Battle-Scarred),2392628,3193
Souvenir Five-SeveN | Forest Night (Factory New),2401184,3874
Souvenir Five-SeveN | Forest Night (Field-Tested),2385106,9161
Souvenir Five-SeveN | Forest Night (Minimal Wear),2384585,8405
